"","TCGA-26-5133","TCGA-HT-7902","TCGA-VM-A8CF","TCGA-14-1823","TCGA-DU-6393","TCGA-HT-7601","TCGA-14-0789","TCGA-28-2499","TCGA-02-2483","TCGA-TQ-A7RW","TCGA-DU-A6S8","TCGA-32-1970","TCGA-28-5204","TCGA-HT-7480","TCGA-DU-7010"
"RNA5SP476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP477",4,3,2,1,1,0,0,1,0,0,5,0,2,0,0
"RNA5SP478",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RNA5SP479",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RNA5SP481",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RNA5SP482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP483",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RNA5SP484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP488",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"RNA5SP489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP490",0,4,0,1,0,1,4,3,0,2,2,1,0,7,4
"RNA5SP491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RNA5SP492",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"RNA5SP493",0,0,0,0,2,0,0,0,0,0,1,2,0,1,0
"RNA5SP494",0,6,0,0,9,0,0,0,0,3,1,0,0,12,0
"RNA5SP495",0,0,0,0,0,1,0,0,1,0,2,0,0,0,1
"RNA5SP496",0,2,1,0,1,2,0,0,0,1,0,0,0,0,1
"RNA5SP497",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP500",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"RNA5SP501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP507",0,1,0,1,2,0,0,0,0,2,3,0,0,0,1
"RNA5SP508",14,10,3,4,33,19,0,0,28,15,19,3,1,11,31
"RNA5SP509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP511",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"RNA5SP512",0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"RNA5SP513",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"RNA5SP514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP515",0,6,3,2,7,0,0,2,0,3,0,5,0,6,4
"RNA5SP516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP519",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RNA5SP52",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP524",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RNA5SP525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP527",1,5,0,0,3,2,0,0,1,3,2,1,1,9,4
"RNA5SP528",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"RNA5SP529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP530",2,3,0,0,2,0,3,1,0,5,2,0,0,3,4
"RNA5SP531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP532",2,3,0,0,8,3,2,1,0,0,1,1,0,5,8
"RNA5SP533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP535",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RNA5SP536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP57",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RNA5SP59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP60",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"RNA5SP61",0,2,0,1,0,0,1,0,0,0,0,2,0,1,2
"RNA5SP62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP67",1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
"RNA5SP68",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RNA5SP69",0,4,0,0,0,0,0,0,0,0,0,0,0,2,1
"RNA5SP70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP74",1,1,0,0,0,0,1,0,1,0,0,2,0,0,0
"RNA5SP75",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"RNA5SP76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP78",0,8,0,0,1,1,0,3,1,3,5,2,1,1,1
"RNA5SP79",0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"RNA5SP80",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RNA5SP82",3,3,0,0,7,2,1,2,0,5,7,2,6,5,5
"RNA5SP84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP88",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RNA5SP89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP90",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RNA5SP91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP92",0,1,0,0,0,0,0,0,0,2,0,2,0,0,2
"RNA5SP93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP97",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RNA5SP98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP99",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RNASE1",3199,37649,6888,1587,1808,7832,4755,1890,3269,995,2564,1437,1614,3398,9220
"RNASE10",8,2,1,2,2,1,12,6,10,2,0,7,5,4,5
"RNASE11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNASE12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNASE13",0,3,0,0,9,0,0,0,1,2,5,4,2,5,1
"RNASE2",88,37,86,1639,15,1447,1025,223,204,69,15,139,237,18,184
"RNASE3",5,3,29,287,5,265,151,16,19,20,1,23,50,6,31
"RNASE4",5,4,14,33,1,2,16,5,10,0,1,7,9,2,7
"RNASE6",354,417,813,1263,337,1317,1367,1192,1100,951,134,1017,1162,265,803
"RNASE7",1,5,2,0,3,7,0,0,0,3,2,3,2,2,0
"RNASE8",0,0,0,0,0,0,0,0,1,1,0,0,0,1,2
"RNASE9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNASEH1",2075,2501,551,1073,2983,1693,1007,881,2046,1289,1878,1674,1636,2622,2107
"RNASEH1-AS1",513,1077,353,570,973,672,242,1057,635,465,566,326,852,538,657
"RNASEH1P1",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"RNASEH1P2",0,0,0,2,4,0,2,2,1,2,1,2,2,3,2
"RNASEH2A",19,16,6,2,24,9,4,1,52,8,12,28,13,5,20
"RNASEH2B",810,1003,886,1205,2660,1254,573,818,2328,1235,1957,717,1819,1284,1219
"RNASEH2B-AS1",14,81,15,17,79,91,24,18,21,92,29,43,13,72,31
"RNASEH2C",2306,2300,2678,1653,7098,1708,1131,2279,2090,1971,4184,2053,2111,2744,1613
"RNASEH2CP1",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"RNASEK",36,107,56,58,88,29,40,124,55,76,108,76,46,97,47
"RNASEK-C17orf49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNASEL",459,1073,355,497,1171,925,532,717,294,605,490,677,419,957,310
"RNASET2",968,2342,6220,2170,805,2904,2933,993,2543,4583,913,1625,1506,907,1135
"RND1",122,1292,404,433,2468,1169,123,173,521,431,1380,771,665,2133,726
"RND2",12804,7676,12742,5375,17832,12383,2060,13441,6374,12407,36590,8386,6991,32098,7435
"RND3",2179,554,204,3698,1009,744,3549,956,4652,1019,308,1266,1548,2874,1826
"RNF10",8242,11254,4774,6259,13355,9111,7181,8402,9182,6008,6907,7204,8923,8815,11700
"RNF103",1218,2872,1144,1125,3287,1555,848,1149,1522,1384,1911,1416,972,2495,1635
"RNF103-CHMP3",12,8,0,1,9,4,4,0,6,2,5,1,10,10,2
"RNF10P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF11",7750,9350,2781,7578,5859,8348,4895,8952,10190,5617,4203,6861,6321,7289,17311
"RNF111",1914,2300,393,1263,2268,2206,1550,1728,2008,1695,1827,1318,1690,2467,2524
"RNF112",1089,2179,835,316,6217,1472,137,1206,1119,2241,6977,1397,920,4709,1309
"RNF113A",757,750,429,727,1323,620,519,617,1152,552,1075,596,711,934,779
"RNF113B",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RNF114",6504,5727,2667,5195,7584,4531,3777,5336,5274,3693,5205,4417,5756,6029,5617
"RNF115",2540,3570,2435,3318,4732,3182,1419,2586,2843,3184,2424,2368,2556,3467,4995
"RNF11P2",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"RNF121",1562,1738,672,667,4048,1404,960,893,1623,1236,2280,1288,1911,2177,1066
"RNF122",792,642,151,384,822,697,640,232,1987,333,271,534,371,471,2943
"RNF123",1632,2214,225,273,3350,1776,894,1610,1048,1054,1790,1845,1211,2936,1613
"RNF125",70,1675,157,112,277,702,118,60,228,533,374,107,66,356,629
"RNF126",2833,2301,1092,669,2822,1211,1382,1085,2571,1127,1854,2080,1437,1679,1409
"RNF126P1",12,5,3,8,2,10,12,9,5,5,0,9,10,5,2
"RNF128",551,54,0,21,32,75,4,13,25,4,28,85,50,133,90
"RNF13",6971,15345,2429,7327,5611,10115,3953,7794,6247,4002,4294,3843,5430,6363,9850
"RNF130",3821,12985,6901,5644,10864,8727,5375,3922,8491,5605,4874,3608,5039,8746,8062
"RNF133",10,2,0,0,0,2,0,7,0,1,2,6,2,0,0
"RNF135",252,554,485,698,186,1135,1096,397,642,689,191,1247,1260,244,416
"RNF138",986,1644,616,1370,1299,1368,1028,1300,2962,1136,1687,1219,1229,1414,3060
"RNF138P1",6,5,0,7,3,1,5,4,8,2,4,7,9,2,11
"RNF138P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF139",2317,3609,1168,2365,4608,2869,2012,2963,6906,2110,2268,1814,3694,3240,3155
"RNF139-AS1",102,207,168,31,159,68,38,81,169,170,141,63,34,167,196
"RNF14",1639,3349,1382,6165,4516,3348,2364,5008,2643,2023,2577,2523,3535,2878,2920
"RNF141",2028,17234,2838,3934,14634,7581,3522,5285,1800,7488,6716,4910,4310,11330,6819
"RNF144A",2301,11620,634,411,5016,5195,1292,1291,5028,1809,3713,1827,1855,8114,7420
"RNF144A-AS1",69,170,4,3,39,67,10,6,29,3,28,36,15,178,72
"RNF144B",255,898,354,859,435,1828,1022,460,923,613,180,376,519,392,695
"RNF145",2382,3391,1501,5137,8477,6081,5559,5609,5001,3682,5821,3934,6861,6103,5999
"RNF146",2446,5626,1213,1203,7191,4053,1617,1299,3077,2788,3868,2335,1413,5580,5403
"RNF148",6,5,0,0,2,2,0,5,2,1,0,4,0,0,1
"RNF149",1138,1491,1066,2077,218,1896,962,1501,2187,961,551,1112,1168,952,1170
"RNF150",1118,1644,347,310,7917,1835,594,86,825,2772,1088,630,238,3377,1255
"RNF151",1,4,5,0,7,2,2,1,1,4,7,9,2,2,6
"RNF152",241,1184,103,84,429,470,312,136,695,248,314,276,239,438,929
"RNF152P1",1,1,0,0,0,1,0,1,0,0,0,0,1,0,1
"RNF157",2015,3006,767,430,7733,2046,1186,1594,2247,1248,2604,3906,7125,5112,4281
"RNF157-AS1",148,231,107,238,1314,181,204,363,124,282,698,268,348,1003,285
"RNF165",383,1334,793,24,3999,1337,129,210,3266,1038,3630,458,279,3137,2811
"RNF166",1045,1507,1005,508,1405,1111,721,951,1348,1585,959,1412,730,1038,1358
"RNF167",5742,9411,3861,4567,10616,6000,4187,6647,7694,3462,6737,5999,7154,7030,7360
"RNF168",1196,1256,454,244,2411,1093,855,434,1280,846,1350,1189,801,1211,1399
"RNF169",531,942,38,141,2627,794,731,524,352,715,655,360,476,1308,1037
"RNF17",0,3,2,0,13,0,0,0,0,1,4,2,1,2,1
"RNF170",1040,3981,1654,1009,2643,2467,745,2288,1015,1535,1849,1188,1315,3181,1992
"RNF175",239,240,178,146,56,228,278,115,134,297,104,287,412,369,242
"RNF180",283,1321,701,2601,779,2513,1398,1535,716,1804,1573,1403,4530,2422,1153
"RNF181",3249,2842,2555,4106,2962,2463,1812,3708,3471,1459,2374,2265,2800,1977,2051
"RNF182",835,2378,522,1229,408,1530,856,1968,1925,1426,230,459,433,3197,4071
"RNF183",3,24,50,5,2,3,4,2,3,13,0,16,3,8,10
"RNF185",2972,3441,1372,2166,4907,2937,2063,2137,2838,1776,2810,1942,3217,3700,3377
"RNF185-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF186",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"RNF187",0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
"RNF19A",2825,5907,2854,10597,8857,12206,7144,5568,3195,6613,1870,4647,2993,8693,19570
"RNF19B",2115,1482,697,1486,1252,1350,1775,3166,2011,909,646,2139,1792,966,2624
"RNF19BPX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF19BPY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF2",1518,1231,453,1523,1818,1424,938,1591,1966,830,1033,1273,1480,1593,3165
"RNF20",3301,6061,2004,1564,8978,6187,3013,1948,1840,4434,3224,3783,2155,7459,9669
"RNF207",203,353,295,9,530,127,13,121,237,141,54,33,13,344,149
"RNF208",692,1564,1708,223,1990,577,488,1069,2272,786,1114,804,869,967,876
"RNF212",4,52,33,195,4,37,14,861,14,9,10,26,9,30,73
"RNF212B",4,11,2,5,21,10,3,3,1,7,6,19,7,22,8
"RNF213",3256,16079,2770,1876,8727,10950,6162,5084,2790,8378,2620,7055,6258,15481,7310
"RNF213-AS1",98,237,137,42,179,97,90,154,46,176,72,179,90,258,417
"RNF214",1254,1169,225,293,2249,1378,538,575,901,678,986,815,1030,1363,928
"RNF215",1588,1953,982,1007,1466,1409,874,745,1061,1170,804,1078,1695,2116,1345
"RNF216",3841,6306,1799,2001,11781,6314,4339,6336,3683,2970,4624,8024,9460,8142,5452
"RNF216-IT1",0,1,0,1,0,0,0,0,0,0,3,2,0,1,3
"RNF216P1",868,1265,380,708,1151,924,755,1292,651,552,977,1609,2556,1891,1427
"RNF217",708,1108,283,319,635,601,587,62,424,714,563,170,62,1047,1149
"RNF217-AS1",32,80,9,8,65,23,13,0,30,18,36,9,5,71,44
"RNF220",2969,13038,3177,1393,2834,3695,1789,3067,3814,2508,1882,3252,2841,3412,6018
"RNF222",0,7,2,0,9,4,0,2,1,4,6,4,0,5,2
"RNF223",1,2,1,0,0,0,0,0,0,2,0,4,0,1,0
"RNF224",10,78,16,4,43,19,7,31,10,68,100,78,6,95,30
"RNF225",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"RNF227",132,485,478,353,563,287,324,677,262,312,543,306,262,493,510
"RNF24",2112,3359,1079,1641,4488,3074,4011,1680,4363,2529,2337,3217,3637,5678,4693
"RNF25",2210,1775,1447,1343,2627,1406,874,2029,1583,944,1616,1774,2024,1593,1974
"RNF26",2583,2023,490,500,4183,2268,1410,1264,2585,1104,1338,2060,1569,1627,1957
"RNF2P1",3,13,9,7,21,4,2,9,5,5,7,3,3,14,21
"RNF31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF32",66,155,178,27,81,47,15,53,34,123,52,126,38,41,85
"RNF34",1797,2506,814,1686,2650,1966,1288,2061,1896,1194,2037,1777,2207,2139,3078
"RNF38",3197,4171,1737,1146,7982,4030,2480,3113,4093,2228,2427,2002,2564,6755,11787
"RNF39",61,2,0,2,0,0,0,0,0,2,0,1,0,37,15
"RNF4",5586,4937,1306,1478,7178,4200,2934,3402,4730,1924,2227,3395,4908,4382,8197
"RNF40",6189,5907,866,771,10442,6791,3771,4569,3191,5156,5692,8333,3442,7623,10328
"RNF41",4451,3281,803,3814,6531,3804,2248,3213,4696,2221,2983,2561,3688,4630,3555
"RNF43",61,39,16,36,7,20,0,3,11,1,24,37,5,52,73
"RNF44",2614,3967,560,921,6336,2842,1778,2844,2449,3051,4334,2232,1997,5497,3049
"RNF5",1,4,2,537,2,0,2,4,9,3,1,7,4,0,947
"RNF5P1",131,96,32,97,199,64,68,142,181,83,165,83,133,90,164
"RNF6",1129,2069,560,944,1748,2624,1395,1376,855,1091,1108,733,1544,1842,1893
"RNF6P1",0,0,0,0,2,0,0,0,0,1,1,0,0,0,2
"RNF7",2294,1999,1237,2769,2242,2062,1335,2524,2896,1593,1914,1472,2782,2219,1991
"RNF7P1",8,1,1,5,0,0,4,6,6,2,1,5,7,0,0
"RNF8",1170,1740,638,649,1984,1352,883,1382,1687,1017,1480,1262,1616,1840,2036
"RNFT1",382,409,150,824,359,367,236,721,523,474,397,393,588,421,523
"RNFT1-DT",3,3,5,0,8,2,1,3,4,4,2,6,2,3,1
"RNFT1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNFT1P3",4,0,1,5,1,0,0,1,1,6,4,5,11,0,2
"RNFT2",2156,1392,610,631,2353,1045,301,711,1579,777,2433,1073,655,1539,2542
"RNGTT",1196,1430,342,767,2506,1262,762,611,1761,971,1459,882,677,1641,2211
"RNGTTP1",0,0,0,0,7,0,0,0,0,1,3,0,0,1,0
"RNH1",2,0,0,4,0,1,4,1,3,0,0,4,8,0,1
"RNLS",29,278,111,247,50,211,44,335,112,47,58,118,136,81,220
"RNMT",1679,4178,743,1634,3612,3473,2490,2882,3043,3354,3229,2159,2325,4841,9115
"RNMTL1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNMTL1P2",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"RNPC3",363,1484,72,273,920,471,234,414,344,999,597,534,295,1209,1053
"RNPEP",1136,1548,1814,1460,1630,1768,1378,1489,3282,1132,926,1360,2627,1090,2391
"RNPEPL1",3081,4594,3024,1415,4214,3219,2887,2051,3015,2352,3796,3613,3789,3112,3580
"RNPS1",11688,8580,4670,2927,14011,5518,4550,6461,11993,5519,8659,9098,4587,8946,13656
"RNPS1P1",389,172,36,107,311,124,162,255,385,127,193,354,188,177,290
"RNU1-1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"RNU1-100P",1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"RNU1-101P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-103P",6,13,3,1,3,1,3,5,0,5,9,3,1,8,2
"RNU1-104P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-105P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-106P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-107P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-108P",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"RNU1-109P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-112P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-114P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-115P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-116P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-117P",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RNU1-119P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-11P",0,0,0,0,0,1,0,0,1,1,0,2,0,0,4
"RNU1-120P",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RNU1-122P",0,5,0,0,0,0,0,0,0,2,0,2,0,0,1
"RNU1-123P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-124P",0,1,0,0,3,0,0,0,0,1,0,1,0,0,0
"RNU1-125P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-128P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-129P",0,1,0,0,0,1,0,2,0,0,1,3,0,0,0
"RNU1-130P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-131P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-132P",0,2,7,0,1,1,0,1,1,1,1,2,0,2,3
"RNU1-133P",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RNU1-134P",1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"RNU1-136P",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"RNU1-138P",4,1,1,0,0,1,2,0,2,1,0,2,2,0,0
"RNU1-139P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-13P",2,0,0,1,1,0,0,1,1,2,0,1,1,2,1
"RNU1-140P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-141P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-142P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-143P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-146P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-148P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-149P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-14P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-150P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-151P",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"RNU1-15P",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RNU1-16P",0,1,0,0,2,0,2,0,0,1,1,1,0,5,0
"RNU1-17P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-18P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-19P",0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"RNU1-2",1,1,0,0,2,0,0,0,0,1,2,0,0,0,0
"RNU1-20P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-21P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-22P",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"RNU1-23P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-24P",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"RNU1-27P",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"RNU1-28P",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RNU1-29P",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RNU1-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-30P",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
"RNU1-31P",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"RNU1-32P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-33P",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"RNU1-34P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-35P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-36P",0,1,0,0,2,1,1,1,0,2,1,1,0,3,0
"RNU1-38P",0,1,1,0,2,2,0,0,1,0,0,1,0,2,0
"RNU1-39P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-40P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-41P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-42P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-43P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-44P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-45P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-46P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-47P",0,0,0,2,0,0,2,0,3,0,0,1,0,2,0
"RNU1-48P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-49P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-51P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
